tj_id,player_mlb_org,player_pos,player_age,player_jersey
kaiweiteng,HOU,SP,27,66
craigkimbrel,NYM,RP,38,46
reiversanmartin,SFG,RP,30,48
philipabner,ARI,RP,24,50
nachoalvarezjr,ATL,3B,23,24
sethjohnson,PHI,RP,27,51
kylehigashioka,TEX,C,36,11
haydenharris,ATL,RP,27,79
lazaroestrada,TOR,SP,27,60
bricematthews,HOU,2B,24,28
elimorgan,FA,RP,30,33
justinmartinez,ARI,RP,24,63
ryanbergert,KCR,SP,26,38
ethanroberts,CHC,RP,28,39
michaeltonkin,FA,RP,36,39
ajpuk,ARI,RP,31,33
colbythomas,ATH,OF,25,32
albertsuarez,BAL,RP,36,49
randydobnak,SEA,SP,31,68
dylansmith,DET,RP,26,58
jorgelopez,FA,RP,33,21
bobbymiller,LAD,RP,27,28
robzastryzny,MIL,RP,34,58
lucassims,FA,RP,32,39
bradlord,WSN,RP,26,41
jonnydeluca,TBR,OF,27,21
brianvanbelle,TBR,SP,29,67
craigyoho,MIL,RP,26,48
joeybart,PIT,C,29,14
cambooser,TBR,RP,34,71
alexcall,LAD,OF,31,12
jaydenmurray,HOU,RP,29,70
brysewilson,PHI,RP,28,46
tyronetaylor,NYM,OF,32,15
nickraquet,STL,RP,30,70
genesiscabrera,PHI,RP,29,92
brandyngarcia,ARI,RP,26,55
esteuryruiz,MIA,OF,27,3
johnking,FA,RP,31,47
josequintana,FA,SP,37,62
austinwarren,NYM,RP,30,44
bryanhoeing,SDP,RP,29,78
miketauchman,FA,OF,35,18
cobymayo,BAL,1B,24,16
juanburgos,ARI,RP,26,52
carsonragsdale,FA,SP,28,83
andrewwalters,CLE,RP,25,91
johncurtiss,ARI,RP,33,46
andregranillo,STL,RP,26,65
miguelcastro,FA,RP,31,60
grantholman,ATH,RP,26,67
danemyers,CIN,OF,30,17
mikeclevinger,PIT,RP,35,52
willbenson,CIN,OF,28,30
taylorwalls,TBR,SS,29,6
jacksonkowar,MIN,RP,29,37
willwagner,SDP,3B,27,7
carsonfulmer,FA,RP,32,49
andrewhoffmann,ARI,RP,26,56
ryanburr,FA,RP,32,43
nickfortes,TBR,C,29,40
patrickmonteverde,MIA,SP,28,44
samlong,FA,RP,30,73
justinhagenman,NYM,RP,29,51
calebboushley,FA,RP,32,70
yosverzulueta,SEA,RP,28,61
saurynlao,FA,RP,26,73
zachpop,PHI,RP,29,56
baileyhorn,DET,RP,28,57
chaycemcdermott,BAL,RP,27,59
roansycontreras,COL,RP,26,59
rodderymunoz,HOU,RP,26,46
bowdenfrancis,TOR,SP,30,44
griffincanning,FA,SP,30,46
elvispeguero,FA,RP,29,47
nasimnunez,WSN,SS,25,26
nolanhoffman,PHI,RP,28,47
hunterstrickland,FA,RP,37,60
miguelrojas,LAD,2B,37,72
alejandroosuna,TEX,OF,23,19
colinpoche,FA,RP,32,83
sambachman,LAA,RP,26,40
michaellorenzen,COL,SP,34,24
joeross,FA,RP,33,41
tyadcock,SDP,RP,29,52
michaelpetersen,MIA,RP,32,49
joeylucchesi,FA,RP,33,57
willklein,LAD,RP,26,61
jansonjunk,MIA,SP,30,26
alanroden,MIN,OF,26,18
alekjacob,SDP,RP,28,37
zakkent,TEX,RP,28,61
ryanjohnson,LAA,RP,23,32
chaselee,TOR,RP,27,53
eduarnielnunez,ATH,RP,27,54
tyfrance,FA,1B,31,2
javierassad,CHC,SP,28,72
carsonseymour,SFG,RP,27,77
scottalexander,FA,RP,36,54
jayviensandridge,LAA,RP,27,88
mitchspence,ATH,RP,28,28
justinbruihl,STL,RP,29,47
tomoyukisugano,FA,SP,36,19
kolbyallard,CLE,RP,28,49
jacejung,DET,3B,25,17
alejandrocarrillo,NYM,RP,29,84
henrydavis,PIT,C,26,32
lancemccullersjr,HOU,SP,32,43
joeygerber,NYM,RP,29,55
kevinherget,FA,RP,35,57
hunterdobbins,STL,SP,26,40
taylersaucedo,LAA,RP,33,60
orlandoribalta,WSN,RP,28,64
paulgervase,LAD,RP,26,65
luisangelacuna,CHW,2B,24,0
clarkeschmidt,NYY,SP,30,36
thomashatch,ARI,RP,31,43
yanquielfernandez,NYY,DH,23,88
grantwolfram,BAL,RP,29,86
liamhendriks,FA,RP,37,31
robrefsnyder,SEA,OF,35,30
andyibanez,ATH,3B,33,77
joseespada,BAL,RP,29,72
ryanbliss,SEA,2B,26,1
danielrobert,PHI,RP,31,48
hunterstratton,ATL,RP,29,65
alanrangel,PHI,SP,28,56
iangibaut,FA,RP,32,79
eastonmcgee,MIL,RP,28,50
kendallgraveman,FA,RP,35,49
rowdytellez,FA,1B,31,44
chrispaddack,FA,SP,30,40
joshrojas,KCR,3B,32,40
luisperalta,COL,RP,25,41
tjmcfarland,FA,RP,37,48
jakeirvin,WSN,SP,29,27
gavinhollowell,CHC,RP,28,46
eversonpereira,CHW,OF,25,28
chrisflexen,CHC,RP,31,77
collinsnider,FA,RP,30,52
colewilcox,SEA,RP,26,43
seanguenther,FA,RP,30,73
manuelrodriguez,TBR,RP,29,39
santiagoespinal,CIN,3B,31,4
drewsommers,DET,RP,25,51
luisgarcia2,FA,SP,29,77
yilberdiaz,ARI,RP,25,45
davidhamilton,BOS,2B,28,17
dillontate,FA,RP,32,9
paxtonschultz,WSN,RP,28,75
hunterfeduccia,TBR,C,29,30
kevinalcantara,CHC,OF,23,13
danaltavilla,FA,RP,33,58
rolddymunoz,ATL,RP,26,70
andrepallante,STL,SP,27,53
gabrielarias,CLE,SS,26,13
carloshernandez,CLE,RP,29,40
jonberti,FA,3B,36,5
joseiglesias,FA,2B,36,7
garrettacton,MIA,RP,28,52
dannyyoung,ATL,RP,32,81
blakeperkins,MIL,OF,29,16
nickburdi,FA,RP,33,68
giourshela,FA,3B,34,13
johnbrebbia,COL,RP,36,60
josecorniell,TEX,SP,23,59
codyfreeman,TEX,2B,25,39
troytaylor,SEA,RP,24,59
martinperez,ATL,SP,35,54
georgesoriano,WSN,RP,27,62
jakeeder,WSN,RP,27,46
coltongordon,HOU,SP,27,61
jeimercandelario,FA,3B,32,3
bryceelder,ATL,SP,27,55
angelchivilli,NYY,RP,23,57
sammyperalta,MIL,RP,28,57
benbowden,ATH,RP,31,62
taylorrashi,ARI,RP,30,54
josetena,WSN,3B,25,8
dugandarnell,FA,RP,29,52
leorivas,SEA,2B,28,76
maxschuemann,ATH,2B,29,12
leodytaveras,BAL,OF,27,40
andrylara,WSN,RP,23,72
joerock,TBR,RP,25,68
masonthompson,FA,RP,28,71
nathanchurch,STL,OF,25,27
carlossantana,FA,1B,40,41
scottmcgough,FA,RP,36,48
jacklittle,FA,RP,28,81
scottblewett,STL,RP,30,66
rafaelmarchan,PHI,C,27,13
stephenkolek,KCR,SP,29,32
randalgrichuk,FA,OF,34,15
isiahkinerfalefa,FA,SS,31,7
landonknack,LAD,SP,28,96
connorwong,BOS,C,30,12
danedunning,SEA,RP,31,34
tannerrainey,FA,RP,33,32
brandonwaddell,NYM,RP,32,82
joshwalker,BAL,RP,31,61
tylerfitzgerald,SFG,2B,28,49
kylefarmer,FA,2B,35,6
anthonymisiewicz,CIN,RP,31,71
nickloftin,KCR,OF,27,12
tyleranderson,LAA,SP,36,31
josetrevino,CIN,C,33,35
nickanderson,ATH,RP,35,64
ryanloutos,SEA,RP,27,52
camsanders,PIT,RP,29,64
joelasorsa,PIT,RP,28,54
brettharris,ATH,3B,28,11
anthonymaldonado,HOU,RP,28,63
mattkrook,ATH,RP,31,65
austingomber,TEX,SP,32,26
seanreynolds,FA,RP,28,25
christianencarnacionstrand,CIN,1B,26,33
scotteffross,FA,RP,32,57
shinnosukeogasawara,WSN,RP,28,16
michaeldarrellhicks,PIT,RP,28,68
nolanjones,CLE,OF,28,22
eduardosalazar,FA,RP,28,62
christianmontesdeoca,ARI,RP,26,59
maxkranick,FA,RP,28,32
jacksuwinski,PIT,OF,27,65
kylenelson,FA,RP,29,24
freddytarnok,FA,RP,27,56
nateeaton,BOS,OF,29,18
austincox,FA,RP,29,68
jimmycrooks,STL,C,24,8
bladetidwell,SFG,SP,25,40
lyonrichardson,CIN,RP,26,72
jakewoodford,TBR,RP,29,41
zachbrzykcy,MIA,RP,26,62
marcchurch,TEX,RP,25,30
carloscortes,ATH,OF,29,26
isaiahcampbell,ARI,RP,28,49
bryanramos,BAL,3B,24,67
lucasgilbreath,COL,RP,30,78
tylerzuber,MIA,RP,31,55
christianroa,HOU,RP,27,73
omarcruz,SDP,RP,27,60
milesmikolas,FA,SP,37,39
elvinrodriguez,FA,RP,28,83
austinpope,ATL,RP,27,66
dylancarlson,FA,OF,27,15
ryanrolison,CHC,RP,28,50
anthonyveneziano,TEX,RP,28,67
ildemarovargas,ARI,2B,34,6
mitchgarver,FA,C,35,18
cjkayfus,CLE,OF,24,2
connorthomas,FA,RP,28,57
josefermin,STL,2B,27,15
jaredshuster,STL,RP,27,78
brycejarvis,ARI,RP,28,40
alexverdugo,FA,OF,30,8
anthonyseigler,MIL,3B,27,18
loganvanwey,HOU,RP,27,64
luistorrens,NYM,C,30,13
michaelmercado,PHI,RP,27,63
ronnyhenriquez,MIA,RP,26,32
tonygonsolin,LAD,SP,32,26
christiankoss,SFG,2B,28,50
anthonymolina,ATL,RP,24,43
seanhjelle,FA,RP,29,64
braxtonfulford,COL,C,27,37
walkerbuehler,FA,SP,31,31
ryanritter,COL,SS,25,8
jerarencarnacion,SFG,OF,28,19
andrewmccutchen,FA,DH,39,22
adamottavino,FA,RP,40,58
jesustinoco,MIA,RP,31,38
trevorrichards,PHI,RP,33,38
kevinnewman,KCR,3B,32,27
erikswanson,FA,RP,32,50
hectorneris,KCR,RP,37,51
cadendana,LAA,SP,22,36
joemantiply,FA,RP,35,35
cionelperez,FA,RP,30,58
taylerscott,ATL,RP,34,50
troyjohnston,COL,OF,29,20
brandonyoung,BAL,SP,27,63
djlemahieu,FA,2B,37,26
jamesoutman,MIN,OF,29,43
christianvazquez,FA,C,35,8
patrickcorbin,FA,SP,36,46
dednielnunez,NYM,RP,30,72
kylefreeland,COL,SP,33,21
julianmerryweather,FA,RP,34,66
leojimenez,TOR,2B,25,49
jakebauers,MIL,1B,30,9
chasmccormick,FA,OF,31,20
jessechavez,FA,RP,42,60
adriandelcastillo,ARI,DH,26,25
randyvasquez,SDP,SP,27,98
travisdarnaud,LAA,C,37,25
ryanfitzgerald,LAD,2B,32,53
vidalbrujan,NYM,3B,28,2
haydenwesneski,HOU,SP,28,39
johnrave,KCR,OF,28,16
milesmastrobuoni,SEA,3B,30,21
jamesmccann,ARI,C,36,8
joseurquidy,FA,SP,31,65
chrisstratton,FA,RP,35,41
bryceteodosio,LAA,OF,27,22
nickylopez,COL,3B,31,12
joseruiz,FA,RP,31,63
garysanchez,FA,C,33,99
tylertolbert,KCR,OF,28,2
yohelpozo,STL,C,29,63
jahmaijones,DET,OF,28,18
jasonalexander,HOU,SP,33,54
jcescarra,NYY,C,31,25
darrenmccaughan,CIN,RP,30,79
anthonydesclafani,FA,RP,36,21
lukeraley,SEA,OF,31,20
zachdezenzo,HOU,OF,26,9
ezequielduran,TEX,SS,27,20
brendanrodgers,FA,2B,29,1
mylesstraw,TOR,OF,31,3
samhaggerty,TEX,OF,32,0
markcanha,FA,OF,37,21
tirsoornelas,SDP,OF,26,21
eliasdiaz,FA,C,35,17
justinfoscue,TEX,2B,27,56
carlosrodriguez,MIL,SP,24,27
starlingmarte,FA,DH,37,6
koreylee,CHW,C,27,26
darellhernaiz,ATH,SS,24,2
tannergordon,COL,SP,28,29
jonatanclase,TOR,OF,24,8
wilmerflores,FA,DH,34,41
cesarprieto,STL,3B,27,31
jakerogers,DET,C,31,34
hestonkjerstad,BAL,OF,27,13
johnathanrodriguez,CLE,OF,26,30
kyrenparis,LAA,OF,24,19
tylerheineman,TOR,C,35,55
jorbitvivas,NYY,2B,25,90
charliemorton,FA,SP,42,50
joeyestes,ATH,SP,24,68
jacksonjobe,DET,SP,23,21
jonahbride,TEX,3B,30,31
tylercallihan,CIN,2B,26,32
timtawa,ARI,OF,27,13
christaylor,FA,OF,35,33
calquantrill,FA,SP,31,48
reesemcguire,MIL,C,31,33
austinslater,FA,OF,33,29
chasedollander,COL,SP,24,32
vimaelmachin,COL,3B,32,65
jhonathandiaz,SEA,SP,29,74
samadtaylor,SEA,2B,27,0
joeyloperfido,TOR,OF,27,10
jongray,FA,RP,34,22
austinwynns,ATH,C,35,29
josemiranda,SDP,3B,28,64
shaywhitcomb,HOU,2B,27,10
oliverdunn,CHW,3B,28,45
luiscampusano,SDP,DH,27,12
eliwhite,ATL,OF,32,36
michaelhelman,TEX,OF,30,24
luisurias,FA,2B,29,17
didierfuentes,ATL,SP,21,75
luisvazquez,BAL,3B,26,52
daironblanco,KCR,OF,33,44
ryanfeltner,COL,SP,29,18
camdevanney,FA,3B,29,34
blainecrim,COL,1B,29,16
derekhill,CHW,OF,30,47
tristangray,MIN,2B,30,10
alexjackson,MIN,C,30,64
ericwagaman,MIN,1B,28,13
erickfedde,FA,SP,33,59
loganevans,SEA,SP,25,23
manuelmargot,DET,OF,31,7
cesarsalazar,HOU,C,30,18
emersonhancock,SEA,SP,27,26
brettwisely,TBR,2B,27,0
vinnycapra,BOS,3B,29,41
johanrojas,PHI,OF,25,23
andruwmonasterio,MIL,SS,29,14
wademiley,FA,SP,39,22
jonathancannon,CHW,SP,25,48
rileyadams,WSN,C,30,15
josedeleon,FA,SP,33,78
brycejohnson,SDP,OF,30,29
mitchellparker,WSN,SP,26,70
masonblack,KCR,SP,26,47
gustavocampero,LAA,OF,28,51
matthewlugo,LAA,OF,25,15
mjmelendez,FA,OF,27,1
jpfrance,HOU,SP,31,68
krisbryant,COL,DH,34,23
andrewknizner,SEA,C,31,25
justynhenrymalloy,TBR,OF,26,55
mickeygasper,BOS,C,30,11
jorgebarrosa,ARI,OF,25,1
timanderson,FA,2B,33,77
keidermontero,DET,SP,25,54
jorgemateo,ATL,SS,31,2
connorseabold,TOR,RP,30,61
ryanvilade,TBR,OF,27,46
willbrennan,FA,OF,28,17
tannerhouck,BOS,SP,30,89
lukemaile,FA,C,35,17
ronnysimon,PIT,OF,26,63
jhonkensynoel,BAL,OF,24,43
nickallen,HOU,SS,27,20
cristianmena,ARI,SP,23,64
jarredkelenic,CHW,OF,26,24
emmanuelrivera,FA,3B,30,26
rhylanthomas,SEA,OF,26,31
ronelblanco,HOU,SP,32,56
joseurena,FA,RP,34,54
mccadebrown,COL,SP,25,51
dominicsmith,FA,1B,31,7
westonwilson,BAL,OF,31,37
marcusstroman,FA,SP,35,0
germanmarquez,FA,SP,31,48
victormesajr,TBR,OF,24,10
victormederos,LAA,SP,25,58
brandonlockridge,MIL,OF,29,20
mattwaldron,SDP,SP,29,61
scottkingery,FA,2B,32,13
nestorcortes,FA,SP,31,65
orlandoarcia,FA,SS,31,11
robertstock,BOS,SP,36,78
austinbarnes,NYM,C,36,15
akilbaddoo,MIL,OF,27,25
tristonmckenzie,SDP,RP,28,25
chasepetty,CIN,SP,23,61
tristanpeters,CHW,OF,26,25
enriquehernandez,FA,1B,34,8
eastonlucas,FA,SP,29,62
gunnarhoglund,ATH,SP,26,53
samaldegheri,LAA,SP,24,61
blascastano,SEA,SP,27,62
kameronmisner,KCR,OF,28,26
curtismead,CHW,1B,25,29
taylortrammell,HOU,OF,28,26
thomasharrington,PIT,SP,24,78
taijuanwalker,PHI,SP,33,99
jacobstallings,FA,C,36,25
jihwanbae,NYM,OF,26,3
austinhedges,CLE,C,33,27
baileyfalter,KCR,SP,29,36
drewmillas,WSN,C,28,14
dougnikhazy,CLE,SP,26,65
masonbarnett,ATH,SP,25,63
joeywiemer,WSN,OF,27,21
benlively,FA,SP,34,39
robinsonpina,FA,SP,27,33
blakedunn,CIN,OF,27,59
benrortvedt,LAD,C,28,38
carsonspiers,CIN,SP,28,68
spencerturnbull,FA,SP,33,12
mitchfarris,LAA,SP,25,70
jorgealfaro,KCR,C,33,35
jhonnypereda,SEA,C,30,5
treysweeney,DET,SS,26,27
chadwicktromp,ATL,C,31,41
josebarrero,BAL,OF,28,96
williemaciver,TEX,C,29,65
maverickhandley,BAL,C,28,98
sebastianrivero,LAA,C,27,38
warmingbernabel,FA,1B,24,25
buddykennedy,SFG,3B,27,46
denzerguzman,LAA,SS,22,13
haydensenger,NYM,C,29,30
ajsmithshawver,ATL,SP,23,32
tomasnido,FA,C,32,0
brettsullivan,COL,C,32,59
edouardjulien,COL,1B,27,47
garretthampson,CIN,OF,31,53
recehinds,CIN,OF,25,57
briannavarreto,MIA,C,31,64
willwilson,SEA,2B,27,7
domnunez,CLE,C,31,46
jessewinker,FA,DH,32,3
grantmccray,SFG,OF,25,58
sandyleon,ATL,C,37,8
gageworkman,CHW,3B,26,41
willbanfield,CIN,C,26,60
peteyhalpin,CLE,OF,24,0
joseherrera,TEX,C,29,11
ryankreidler,MIN,OF,28,6
tylerlocklear,ARI,1B,25,31
michaelsiani,LAD,OF,26,22
dashawnkeirseyjr,ATL,OF,29,21
carledwardsjr,FA,RP,34,58
andreschaparro,WSN,1B,27,87
stewardberroa,MIL,OF,27,35
zachthompson,FA,RP,32,73
jackwinkler,FA,2B,27,63
jddavis,FA,3B,33,22
trevorwilliams,WSN,SP,34,32
alexandercanario,FA,OF,26,29
connorkaiser,KCR,2B,29,30
josesiri,FA,OF,30,19
jackkochanowicz,LAA,SP,25,41
endyrodriguez,PIT,1B,26,5
stuartfairchild,CLE,OF,30,17
antoniosenzatela,COL,SP,31,49
tylerwade,TEX,OF,31,14
nabilcrismatt,FA,SP,31,61
jasonheyward,FA,OF,36,22
hunterrenfroe,FA,OF,34,16
adammazur,MIA,SP,25,60
carsonpalmquist,COL,SP,25,45
drewwaters,KCR,OF,27,8
masonmccoy,SDP,SS,31,18
dominicfletcher,PIT,OF,28,26
coreyjulks,FA,OF,30,32
jessescholtens,TBR,SP,32,65
donovanwalton,LAA,2B,32,18
travisjankowski,FA,OF,35,16
sethbrown,ATH,OF,33,15
justinturner,FA,1B,41,3
willrobertson,BAL,OF,28,54
oscargonzalez,FA,OF,28,39
danieljohnson,MIA,OF,30,36
tsungchecheng,BOS,SS,24,71
dustinharris,CHW,OF,26,37
lamontewadejr,CHW,1B,32,34
billymckinney,FA,OF,31,33
cocomontes,FA,OF,29,10
carsonmccusker,FA,OF,28,60
carloscarrasco,ATL,SP,39,59
bradleyblalock,MIA,SP,25,31
jaredyoung,NYM,DH,30,29
michaelstefanic,ATH,2B,30,17
connorjoe,FA,OF,33,17
owenmiller,FA,2B,29,11
owenwhite,FA,SP,26,67
joshuapalacios,FA,OF,30,47
eddierosario,FA,OF,34,9
fraserellard,CHW,RP,28,55
michaelfulmer,SFG,RP,33,49
josequijada,FA,RP,30,65
jordanweems,FA,RP,33,51
tomcosgrove,FA,RP,30,38
jeffbrigham,FA,RP,34,34
angelperdomo,LAA,RP,32,52
mattthaiss,FA,C,31,34
nathanwiles,FA,SP,27,71
tommyhenry,ARI,SP,28,47
caseykelly,FA,SP,36,60
claytonkershaw,FA,SP,38,22
yudarvish,SDP,SP,39,11
andrewheaney,FA,SP,35,33
frankiemontas,FA,SP,33,47
kentamaeda,FA,SP,38,18
kylegibson,FA,SP,38,48
xzavioncurry,FA,SP,27,49
iananderson,FA,SP,28,34
allanwinans,FA,SP,30,62
kylehendricks,FA,SP,36,28
shaunanderson,LAA,SP,31,64
brucezimmermann,STL,SP,31,54
caseylawrence,SEA,SP,38,41
connorgillispie,FA,SP,28,55
brandonwalter,HOU,SP,29,60
tylormegill,NYM,SP,30,38
nickmaton,CHW,DH,29,0
nicenright,FA,RP,29,59
brookskriske,ATH,RP,32,48
noahdavis,PIT,RP,29,56
mattsauer,FA,RP,27,64
forrestwhitley,TBR,RP,28,38
chrisdevenski,PIT,RP,35,57
erasmoramirez,FA,RP,36,30
corbinmartin,FA,RP,30,48
randyrodriguez,SFG,RP,26,73
geoffhartlieb,ATH,RP,32,31
wandersuero,ATH,RP,34,39
brettdegeus,PHI,RP,28,74
jpfeyereisen,FA,RP,33,40
pennmurfee,CHW,RP,32,63
sethmartinez,BOS,RP,31,40
tylermatzek,FA,RP,35,68
luarbertarias,FA,RP,25,76
justingarza,FA,RP,32,71
mattbowman,FA,RP,35,51
codybolton,HOU,RP,28,67
jacobbarnes,FA,RP,36,67
luiscontreras,FA,RP,30,73
noahmurdock,PIT,RP,27,58
nickhernandez,ATH,RP,31,52
codypoteet,FA,RP,31,53
toukitoussaint,LAA,RP,30,55
garrettmcdaniels,LAA,RP,26,57
emmanuelclase,CLE,RP,28,48
reedgarrett,NYM,RP,33,75
tylerowens,FA,RP,25,62
calebfreeman,FA,RP,28,68
jessehahn,FA,RP,36,49
carlosduran,FA,RP,24,39
blakesabol,TBR,C,28,18
erichaase,SFG,C,33,13
samhuff,BAL,C,28,31
omarnarvaez,FA,C,34,22
loganporter,SFG,C,30,13
alisanchez,NYY,C,29,29
austinnola,FA,C,36,20
martinmaldonado,FA,C,39,15
robbrantly,FA,C,36,19
tuckerbarnhart,FA,C,35,18
tylerblack,MIL,OF,25,7
nicksogard,BOS,1B,28,20
davisdaniel,FA,SP,29,58
logangillaspie,SDP,SP,29,71
richhill,FA,SP,46,35
gersongarabito,MIL,SP,30,60
luisfcastillo,FA,SP,31,43
luisortiz1,CLE,SP,27,45
enmanuelvaldez,PIT,1B,27,47
billycook,PIT,OF,27,25
luisguillorme,FA,2B,31,0
michaeltoglia,CIN,1B,27,48
luisguerrero,HOU,2B,25,91
timelko,CHW,1B,27,30
donovansolano,FA,1B,38,16
abrahamtoro,KCR,1B,29,21
nikokavadas,LAA,1B,27,20
yuligurriel,FA,DH,42,10
aaronschunk,ATL,SS,28,30
lioverpeguero,PHI,SS,25,31
lukewilliams,ATL,SS,29,37
bobseymour,FA,1B,27,41
carterkieboom,CLE,DH,28,31
mattmervis,FA,1B,28,36
ryannoda,BAL,1B,30,41
logandavidson,TBR,1B,28,21
davidvillar,FA,1B,29,32
jonsingleton,FA,1B,34,35
bobbydalbec,FA,1B,31,31
kestonhiura,FA,1B,29,7
tristinenglish,ATL,1B,29,30
nicksolak,SDP,1B,31,15
chadstevens,COL,SS,27,21
bryandelacruz,PHI,OF,29,14
samhilliard,FA,OF,32,16
cavanbiggio,FA,OF,31,18
kevinpillar,FA,OF,37,1
dazcameron,FA,OF,29,20
seanbouchard,FA,OF,30,12
michaelataylor,FA,OF,35,21
joseazocar,ATL,OF,30,18
mattgorski,FA,1B,28,62
calstevenson,FA,OF,29,47
cooperhummel,FA,OF,31,16
jacobhurtubise,SEA,OF,28,26
jordynadams,FA,OF,26,80
gregallen,FA,OF,33,25
drewavans,COL,OF,30,18
pabloreyes,SDP,OF,32,26
nickmartini,FA,DH,36,35
jonathanornelas,NYY,SS,26,64
nickahmed,FA,SS,36,23
jacobamaya,ARI,SS,27,18
alantrejo,FA,SS,30,31
zackshort,NYY,SS,31,38
trentonbrooks,FA,DH,30,41
lukenbaker,ARI,DH,29,21
cjalexander,ATH,3B,29,
colewaites,SFG,SIRP,28,
rafaelfloresjr,PIT,C,25,
ernestomartinezjr,MIL,1B,27,
geraldogando,BAL,SIRP,25,
dalvinrosario,CIN,SIRP,26,
carlosdrodriguez,ATL,CF,25,
stevenperez,CLE,SIRP,25,
jjdorazio,ARI,C,24,
leandropineda,PHI,RF,24,
eddinsonpaulino,TOR,3B,23,
hancelrincon,STL,SP,24,
listhersosa,ARI,SIRP,24,
edgarisea,ARI,SIRP,23,
luisvelasquez,NYY,SIRP,25,
anthonynunez,BAL,SIRP,24,
andrewnavigato,DET,SS,28,
jaredjohnson,ATH,SIRP,25,
yosbersanchez,DET,SIRP,25,
gabrielsosa,SEA,SIRP,25,
gavincollyer,TEX,SIRP,25,
erickbrito,PHI,SS,24,
benpeoples,CHW,SIRP,25,
shanedrohan,BOS,MIRP,27,
tekoahroby,STL,MIRP,24,
daxfulton,MIA,SP,24,
poyuchen,PIT,SP,24,
braxtonroxby,SFG,SIRP,27,
carsoncoleman,NYY,SIRP,28,
brettauerbach,SFG,2B,27,
jackdashwood,LAA,SIRP,28,
josedavila,STL,SP,23,
juancorniel,ARI,SS,23,
yerlinconfidan,CIN,RF,23,
wilfredveras,CHW,RF,23,
kalairosario,MIN,RF,23,
josefernandez,ARI,SS,22,
joeelbis,ARI,SP,23,
ricardoolivar,MIN,C,24,
brandanbidois,PIT,SIRP,25,
dahiansantos,TOR,MIRP,23,
joshstephan,TEX,SP,24,
elisonjoseph,ATL,SIRP,25,
joseacuna,CIN,SP,23,
aidancurry,TEX,MIRP,23,
yerlinrodriguez,MIL,SIRP,24,
yujanyerherrera,COL,SIRP,22,
adrianrodriguez,TEX,SIRP,25,
juannunez,BAL,SP,25,
antwonekelly,PIT,SIRP,22,
joeldiaz,NYM,SP,22,
yaquirivera,BAL,SIRP,22,
jeraltoledo,PIT,2B,23,
christiancerda,ARI,C,23,
victorarias,TOR,CF,22,
omaralfonzo,PIT,C,22,
ronaldhernandez,NYM,C,22,
esmerlynvaldez,PIT,RF,22,
leobalcazar,CIN,SS,22,
gregorybarrios,TBR,SS,22,
jadherareinamo,TBR,2B,22,
gleiderfigueroa,TEX,3B,22,
pedroramirez,CHC,3B,22,
andyperez,COL,SS,22,
kennycastillo,ARI,C,22,
randelclemente,STL,SIRP,24,
jordyvargas,COL,SP,22,
ricardoyan,ARI,SP,23,
welintonherrera,COL,SIRP,22,
felipedelacruz,NYM,SIRP,25,
diegovelasquez,SFG,SS,22,
jaydennestanista,PHI,SIRP,24,
keythelkey,LAA,SIRP,22,
yendygomez,LAA,SIRP,22,
jaroldrosado,CHW,SIRP,23,
miguelullola,HOU,SIRP,24,
felixarronde,KCR,SP,23,
luisserna,NYY,SP,21,
jhonielserrano,MIA,SIRP,22,
luissuisbel,SEA,3B,23,
edwardduran,TOR,C,22,
frederickbencosme,BAL,SS,23,
spencerpackard,SEA,LF,28,
douglasorellana,NYM,SIRP,24,
gabrielreyes,DET,SIRP,23,
luisalvarez,NYM,SIRP,23,
abimelecortiz,TEX,1B,24,
benjamincowles,CHC,SS,26,
ismaelagreda,TEX,MIRP,22,
austinsmith,COL,SIRP,27,
austinvernon,TBR,SIRP,27,
tysonguerrero,KCR,SIRP,27,
andrewbaker,PHI,SIRP,26,
luisrrodriguez,NYM,SIRP,23,
bjmurrayjr,CHC,3B,26,
loganworkman,TBR,SP,27,
garretthawkins,SDP,SIRP,26,
jayallenii,CIN,CF,23,
noahmiller,LAD,SS,23,
alexpham,BAL,SP,26,
creedwillems,BAL,C,23,
rileymartin,CHC,SIRP,28,
tyleruberstine,BOS,MIRP,27,
jakefox,CLE,CF,23,
ronankopp,LAD,SIRP,23,
gavinconticello,ARI,RF,23,
connorcooke,TOR,SIRP,26,
zacleigh,CHC,SIRP,28,
kevinabel,CIN,MIRP,27,
robbyahlstrom,TEX,SIRP,27,
frankmozzicato,KCR,SIRP,23,
jackhartman,TBR,SIRP,27,
walberturena,LAA,SIRP,22,
reynaldoyean,LAD,SIRP,22,
luichicasilla,COL,SIRP,21,
kendeglysvirguez,CLE,SIRP,22,
keinerdelgado,PIT,SS,22,
samuelmunoz,LAD,LF,21,
yordanydelossantos,PIT,SS,21,
jhonnyseverino,PIT,SS,21,
leandroarias,BAL,SS,21,
victorortega,MIA,C,22,
carlospacheco,ATH,CF,21,
dariolaverde,LAA,C,21,
kelvinhidalgo,COL,SS,21,
capriortiz,LAA,SS,21,
derekbernard,COL,LF,20,
axielplaz,PIT,C,20,
estuarsuero,PIT,CF,20,
luisbaez,HOU,1B,22,
juanvillavicencio,PHI,SS,21,
roynierhernandez,COL,3B,21,
jesusbaez,STL,3B,21,
janselluis,ARI,SS,21,
luislara,MIL,CF,21,
