tjid,fgId,MLBAMID,espnId,NameASCII,C,1B,2B,SS,3B,OF,Util,SP,RP
grahamashcraft,27552,668933,4084179,Graham Ashcraft,False,False,False,False,False,False,False,False,True
davidrobertson,8241,502085,29172,David Robertson,False,False,False,False,False,False,False,False,True
michaelmcgreevy,29869,700241,4424141,Michael McGreevy,False,False,False,False,False,False,False,True,False
tylerstephenson,17988,663886,34975,Tyler Stephenson,True,False,False,False,False,False,True,False,False
camsmith,35108,701358,5080766,Cam Smith,False,False,False,False,False,True,True,False,False
bradyhouse,29993,691781,4872681,Brady House,False,False,False,False,True,False,True,False,False
coleyoung,31680,702284,5080641,Cole Young,False,False,True,False,False,False,True,False,False
yenniercano,25911,666974,35536,Yennier Cano,False,False,False,False,False,False,False,False,True
kylekarros,33252,691720,5203102,Kyle Karros,False,False,False,False,True,False,True,False,False
luisseverino,15890,622663,33263,Luis Severino,False,False,False,False,False,False,False,True,False
christianmoore,34979,695681,4927523,Christian Moore,False,False,True,False,False,False,True,False,False
masatakayoshida,31837,807799,4872598,Masataka Yoshida,False,False,False,False,False,False,True,False,False
anthonyvolpe,27647,683011,42547,Anthony Volpe,False,False,False,True,False,False,True,False,False
jacoblopez,25098,682052,42239,Jacob Lopez,False,False,False,False,False,False,False,True,False
ryanyarbrough,16502,642232,33735,Ryan Yarbrough,False,False,False,False,False,False,False,True,True
victorscottii,31349,687363,4807220,Victor Scott II,False,False,False,False,False,True,True,False,False
keibertruiz,19610,660688,38827,Keibert Ruiz,True,False,False,False,False,False,True,False,False
colinrea,12317,607067,33950,Colin Rea,False,False,False,False,False,False,False,True,False
maxmuncy1,29779,691777,4872686,Max Muncy,False,False,True,False,True,False,True,False,False
zebbymatthews,31827,805673,4791597,Zebby Matthews,False,False,False,False,False,False,False,True,False
reiddetmers,27468,672282,4326697,Reid Detmers,False,False,False,False,False,False,False,False,True
hobymilner,13346,571948,36088,Hoby Milner,False,False,False,False,False,False,False,False,True
bennettsousa,21345,656986,41776,Bennett Sousa,False,False,False,False,False,False,False,False,True
tommynance,19178,667297,36385,Tommy Nance,False,False,False,False,False,False,False,False,True
amedrosario,15518,642708,33215,Amed Rosario,False,False,True,False,True,False,True,False,False
victorrobles,18363,645302,35042,Victor Robles,False,False,False,False,False,True,True,False,False
reynaldolopez,16400,625643,33860,Reynaldo Lopez,False,False,False,False,False,False,False,True,False
pjpoulin,23394,,4019760,P.J. Poulin,False,False,False,False,False,False,False,False,True
tyleralexander,17735,641302,40360,Tyler Alexander,False,False,False,False,False,False,False,True,True
haydenbirdsong,31635,806185,5197166,Hayden Birdsong,False,False,False,False,False,False,False,True,True
jakemangum,26202,663968,42664,Jake Mangum,False,False,False,False,False,True,True,False,False
nickmears,25376,683232,42620,Nick Mears,False,False,False,False,False,False,False,False,True
nickmartinez,12730,607259,33372,Nick Martinez,False,False,False,False,False,False,False,True,True
nickgonzales,27490,693304,4311634,Nick Gonzales,False,False,True,False,False,False,True,False,False
bencasparius,30085,676508,4326800,Ben Casparius,False,False,False,False,False,False,False,False,True
edgarquero,28022,700337,4917824,Edgar Quero,True,False,False,False,False,False,True,False,False
angelzerpa,22717,672582,4705673,Angel Zerpa,False,False,False,False,False,False,False,False,True
michaelkopech,17282,656629,33763,Michael Kopech,False,False,False,False,False,False,False,False,True
lourdesgurrieljr,19238,666971,36040,Lourdes Gurriel Jr.,False,False,False,False,False,True,True,False,False
kristiancampbell,33644,692225,5201569,Kristian Campbell,False,False,True,False,False,False,True,False,False
justinlawrence,17639,664875,41310,Justin Lawrence,False,False,False,False,False,False,False,False,True
carterjensen,29478,695600,4917812,Carter Jensen,True,False,False,False,False,False,True,False,False
tobiasmyers,22191,668964,39716,Tobias Myers,False,False,False,False,False,False,False,True,True
salstewart,31505,701398,5080771,Sal Stewart,False,True,False,False,True,False,True,False,False
mauriciodubon,16530,643289,35304,Mauricio Dubon,False,False,True,True,True,True,True,False,False
jakeburger,22275,669394,39882,Jake Burger,False,True,False,False,False,False,True,False,False
adbertalzolay,17859,640470,39802,Adbert Alzolay,False,False,False,False,False,False,False,False,True
edgardohenriquez,26944,683618,5194684,Edgardo Henriquez,False,False,False,False,False,False,False,False,True
calebferguson,19349,657571,41017,Caleb Ferguson,False,False,False,False,False,False,False,False,True
dannycoulombe,13293,543056,33638,Danny Coulombe,False,False,False,False,False,False,False,False,True
nathanlukes,18123,664770,35682,Nathan Lukes,False,False,False,False,False,True,True,False,False
timherrin,25139,682120,4228579,Tim Herrin,False,False,False,False,False,False,False,False,True
colehenry,27570,669371,4414361,Cole Henry,False,False,False,False,False,False,False,False,True
konnorgriffin,sa3065496,,5218285,Konnor Griffin,False,False,False,True,False,False,True,False,False
sungmunsong,sa3012529,,5329585,Sung-Mun Song,False,False,False,False,True,False,True,False,False
riverryan,29514,689981,5007605,River Ryan,False,False,False,False,False,False,False,True,False
chasedelauter,32127,,4619649,Chase DeLauter,False,False,False,False,False,True,True,False,False
branthurter,30133,676428,5197093,Brant Hurter,False,False,False,False,False,False,False,False,True
maxkepler,12144,596146,31870,Max Kepler,False,False,False,False,False,True,True,False,False
tajbradley,22543,671737,42480,Taj Bradley,False,False,False,False,False,False,False,True,False
loganohoppe,24729,681351,42047,Logan O'Hoppe,True,False,False,False,False,False,True,False,False
aaronbummer,16258,607481,36131,Aaron Bummer,False,False,False,False,False,False,False,False,True
yoendrysgomez,22872,672782,42898,Yoendrys Gomez,False,False,False,False,False,False,False,True,True
jakobjunis,13619,596001,36056,Jakob Junis,False,False,False,False,False,False,False,False,True
johanoviedo,22487,670912,41405,Johan Oviedo,False,False,False,False,False,False,False,True,False
joshbell,13145,605137,32517,Josh Bell,False,True,False,False,False,False,True,False,False
juanmejia,23237,675848,5185107,Juan Mejia,False,False,False,False,False,False,False,False,True
yoanmoncada,17232,660162,33984,Yoan Moncada,False,False,False,False,True,False,True,False,False
tommykahnle,11384,592454,31867,Tommy Kahnle,False,False,False,False,False,False,False,False,True
tristoncasas,22514,671213,41180,Triston Casas,False,True,False,False,False,False,True,False,False
tannerbanks,16990,621383,40437,Tanner Banks,False,False,False,False,False,False,False,False,True
michaelsoroka,18383,647336,34984,Michael Soroka,False,False,False,False,False,False,False,True,False
bonaylor,21865,666310,41183,Bo Naylor,True,False,False,False,False,False,True,False,False
justinwilson,4301,458677,31026,Justin Wilson,False,False,False,False,False,False,False,False,True
jordanwalker,27475,691023,4684778,Jordan Walker,False,False,False,False,False,True,True,False,False
huascarbrazoban,6107,623211,4916509,Huascar Brazoban,False,False,False,False,False,False,False,False,True
joelpeguero,21951,666711,4722917,Joel Peguero,False,False,False,False,False,False,False,False,True
michaelkelly,12791,547184,36156,Michael Kelly,False,False,False,False,False,False,False,False,True
lanethomas,16939,657041,36409,Lane Thomas,False,False,False,False,False,True,True,False,False
davidmorgan,31616,688158,5270578,David Morgan,False,False,False,False,False,False,False,False,True
tylerwells,20000,669330,4717904,Tyler Wells,False,False,False,False,False,False,False,True,False
mikevasil,30105,678024,4414551,Mike Vasil,False,False,False,False,False,False,False,False,True
kadestrowd,26191,669704,5125912,Kade Strowd,False,False,False,False,False,False,False,False,True
justincrawford,sa3020240,,5080642,Justin Crawford,False,False,False,False,False,True,True,False,False
braxtongarrett,21844,666129,40971,Braxton Garrett,False,False,False,False,False,False,False,True,False
dlhall,22207,669084,41018,DL Hall,False,False,False,False,False,False,False,False,True
cadecavalli,27473,676917,4308037,Cade Cavalli,False,False,False,False,False,False,False,True,False
brayanrocchio,23690,677587,41217,Brayan Rocchio,False,False,True,True,False,False,True,False,False
ryanweiss,sa3007778,,3964917,Ryan Weiss,False,False,False,False,False,False,False,False,True
gavinlux,19955,666158,40423,Gavin Lux,False,False,False,False,False,True,True,False,False
cristianjavier,17606,664299,41261,Cristian Javier,False,False,False,False,False,False,False,True,False
paulsewald,13892,623149,35009,Paul Sewald,False,False,False,False,False,False,False,False,True
michaelmassey,27684,686681,4109223,Michael Massey,False,False,True,False,False,False,True,False,False
brockburke,17968,656271,39945,Brock Burke,False,False,False,False,False,False,False,False,True
luismatos,26467,682641,4722941,Luis Matos,False,False,False,False,False,True,True,False,False
brandoneisert,27668,685126,4228247,Brandon Eisert,False,False,False,False,False,False,False,False,True
landenroupp,30076,694738,4345404,Landen Roupp,False,False,False,False,False,False,False,True,False
colewinn,22113,668390,41177,Cole Winn,False,False,False,False,False,False,False,False,True
ianhamilton,19261,641656,41127,Ian Hamilton,False,False,False,False,False,False,False,False,True
colinselby,24986,681882,5116841,Colin Selby,False,False,False,False,False,False,False,False,True
robbysnelling,sa3020707,,5080753,Robby Snelling,False,False,False,False,False,False,False,True,False
scottbarlow,14993,605130,32156,Scott Barlow,False,False,False,False,False,False,False,False,True
anthonybanda,14706,607455,34542,Anthony Banda,False,False,False,False,False,False,False,False,True
sladececconi,27500,677944,41462,Slade Cecconi,False,False,False,False,False,False,False,True,False
masonenglert,22288,669438,41386,Mason Englert,False,False,False,False,False,False,False,False,True
ryanfernandez,24862,681676,5002952,Ryan Fernandez,False,False,False,False,False,False,False,False,True
cadegibson,31815,806188,5273591,Cade Gibson,False,False,False,False,False,False,False,False,True
austinmartin,27462,668885,4297998,Austin Martin,False,False,False,False,False,True,True,False,False
maxmeyer,27474,676974,4345164,Max Meyer,False,False,False,False,False,False,False,True,False
joelpayamps,14332,606303,40021,Joel Payamps,False,False,False,False,False,False,False,False,True
evansisk,24995,681895,3994084,Evan Sisk,False,False,False,False,False,False,False,False,True
grahampauley,31363,688363,4622931,Graham Pauley,False,False,False,False,True,False,True,False,False
colesulser,15256,642121,37825,Cole Sulser,False,False,False,False,False,False,False,False,True
grantanderson,20546,681982,42161,Grant Anderson,False,False,False,False,False,False,False,False,True
thomaswhite,sa3023268,,5149065,Thomas White,False,False,False,False,False,False,False,True,False
jjbleday,26368,668709,42410,JJ Bleday,False,False,False,False,False,True,True,False,False
dillondingler,27464,693307,4345620,Dillon Dingler,True,False,False,False,False,False,True,False,False
taylorrogers,13449,573124,33671,Taylor Rogers,False,False,False,False,False,False,False,False,True
jaredjones,27863,683003,4918156,Jared Jones,False,False,False,False,False,False,False,True,False
carsonbenge,sa3025452,,4925604,Carson Benge,False,False,False,False,False,True,True,False,False
blazealexander,23789,677942,41345,Blaze Alexander,False,False,False,False,True,False,True,False,False
mattgage,17381,657424,40337,Matt Gage,False,False,False,False,False,False,False,False,True
seanmurphy,19352,669221,33557,Sean Murphy,True,False,False,False,False,False,True,False,False
davisschneider,23565,676914,4997181,Davis Schneider,False,False,True,False,False,True,True,False,False
chasesilseth,30074,681217,4413990,Chase Silseth,False,False,False,False,False,False,False,False,True
tylerphillips,20629,663969,41247,Tyler Phillips,False,False,False,False,False,False,False,False,True
matthewliberatore,22294,669461,41173,Matthew Liberatore,False,False,False,False,False,False,False,True,False
alekthomas,23792,677950,41215,Alek Thomas,False,False,False,False,False,True,True,False,False
wandyperalta,14295,593974,36036,Wandy Peralta,False,False,False,False,False,False,False,False,True
ronnymauricio,23698,677595,40978,Ronny Mauricio,False,False,False,False,True,False,True,False,False
spencerbivens,30226,702352,5136077,Spencer Bivens,False,False,False,False,False,False,False,False,True
jacobwebb,19274,657097,40384,Jacob Webb,False,False,False,False,False,False,False,False,True
carlosnarvaez,19722,665966,5012120,Carlos Narvaez,True,False,False,False,False,False,True,False,False
jakebird,21267,656234,3459223,Jake Bird,False,False,False,False,False,False,False,False,True
cadepovich,30055,700249,5085743,Cade Povich,False,False,False,False,False,False,False,True,False
wikelmangonzalez,26641,682790,4917659,Wikelman Gonzalez,False,False,False,False,False,False,False,False,True
ryanbrasier,5615,518489,30189,Ryan Brasier,False,False,False,False,False,False,False,False,True
hunterbigge,26259,685801,4987389,Hunter Bigge,False,False,False,False,False,False,False,False,True
corbinburnes,19361,669203,39878,Corbin Burnes,False,False,False,False,False,False,False,True,False
heribertohernandez,24878,681715,42455,Heriberto Hernandez,False,False,False,False,False,True,True,False,False
daniellynchiv,21537,663738,41227,Daniel Lynch IV,False,False,False,False,False,False,False,False,True
dreyjameson,26260,686753,4415753,Drey Jameson,False,False,False,False,False,False,False,False,True
brentsuter,13942,608718,36023,Brent Suter,False,False,False,False,False,False,False,False,True
tylerferguson,19481,621053,41612,Tyler Ferguson,False,False,False,False,False,False,False,False,True
javiersanoja,28253,691594,5073992,Javier Sanoja,False,False,True,False,True,True,True,False,True
sawyergipsonlong,26048,687830,4087614,Sawyer Gipson-Long,False,False,False,False,False,False,False,True,False
alexlange,19883,656638,40976,Alex Lange,False,False,False,False,False,False,False,False,True
dannyjansen,16535,643376,35004,Danny Jansen,True,False,False,False,False,False,True,False,False
rhettlowder,33876,695076,4758873,Rhett Lowder,False,False,False,False,False,False,False,True,False
andrewchafin,12988,605177,32810,Andrew Chafin,False,False,False,False,False,False,False,False,True
luisgarcia,6984,472610,33089,Luis Garcia,False,False,False,False,False,False,False,False,True
victorcaratini,14968,605170,33229,Victor Caratini,True,False,False,False,False,False,True,False,False
dietrichenns,13932,608650,36049,Dietrich Enns,False,False,False,False,False,False,False,False,True
grantholmes,16944,656550,33840,Grant Holmes,False,False,False,False,False,False,False,True,False
kylehart,19646,606996,39936,Kyle Hart,False,False,False,False,False,False,False,True,True
ottokemp,31792,805249,5136835,Otto Kemp,False,True,False,False,True,False,True,False,False
joeywentz,19962,666214,40927,Joey Wentz,False,False,False,False,False,False,False,True,True
kevinmcgonigle,sa3022895,,5149072,Kevin McGonigle,False,False,False,True,False,False,True,False,False
kodyclemens,20572,665019,41311,Kody Clemens,False,True,True,False,False,False,True,False,False
hurstonwaldrep,33527,694462,4740117,Hurston Waldrep,False,False,False,False,False,False,False,True,False
brooksbaldwin,31394,681460,4424742,Brooks Baldwin,False,False,False,False,False,True,True,False,False
luiscurvelo,24710,681168,5015039,Luis Curvelo,False,False,False,False,False,False,False,False,True
yukimatsui,33826,673513,4142414,Yuki Matsui,False,False,False,False,False,False,False,False,True
carlosvargas,22915,672841,42504,Carlos Vargas,False,False,False,False,False,False,False,False,True
justinverlander,8700,434378,6341,Justin Verlander,False,False,False,False,False,False,False,True,False
freddyfermin,21840,666023,41928,Freddy Fermin,True,False,False,False,False,False,True,False,False
jasonfoley,19531,671345,42698,Jason Foley,False,False,False,False,False,False,False,False,True
enyeldelossantos,18403,660853,35026,Enyel De Los Santos,False,False,False,False,False,False,False,False,True
ericorze,27626,679358,4299966,Eric Orze,False,False,False,False,False,False,False,False,True
owencaissie,27496,683357,4917685,Owen Caissie,False,False,False,False,False,True,True,False,False
adaelamador,27962,691182,4917787,Adael Amador,False,False,True,False,False,False,True,False,False
fostergriffin,16432,,33773,Foster Griffin,False,False,False,False,False,False,False,True,False
jordanwicks,30094,696136,4420749,Jordan Wicks,False,False,False,False,False,False,False,False,True
daurimoreta,21101,664294,41874,Dauri Moreta,False,False,False,False,False,False,False,False,True
jadenhill,30250,677955,4414362,Jaden Hill,False,False,False,False,False,False,False,False,True
juanmorillo,21924,666661,4722925,Juan Morillo,False,False,False,False,False,False,False,False,True
seanburke,29878,680732,4867679,Sean Burke,False,False,False,False,False,False,False,True,False
bryceeldridge,33390,805811,5149064,Bryce Eldridge,False,False,False,False,False,False,True,False,False
jakemccarthy,21622,664983,41197,Jake McCarthy,False,False,False,False,False,True,True,False,False
timhill,16814,657612,37005,Tim Hill,False,False,False,False,False,False,False,False,True
rynestanek,15947,592773,33301,Ryne Stanek,False,False,False,False,False,False,False,False,True
robertgasser,29812,688107,4918251,Robert Gasser,False,False,False,False,False,False,False,True,False
ricogarcia,20023,670329,41382,Rico Garcia,False,False,False,False,False,False,False,False,True
spencerarrighetti,29921,681293,4726080,Spencer Arrighetti,False,False,False,False,False,False,False,True,False
denzelclarke,29858,672016,4918085,Denzel Clarke,False,False,False,False,False,True,True,False,False
piersonohl,30179,701487,4678659,Pierson Ohl,False,False,False,False,False,False,False,False,True
luismorales,32227,806960,5150939,Luis Morales,False,False,False,False,False,False,False,True,False
lakebachar,19222,669199,42592,Lake Bachar,False,False,False,False,False,False,False,False,True
joshsmith,26396,669701,42884,Josh Smith,False,True,False,True,True,False,True,False,False
paulblackburn,14739,621112,32776,Paul Blackburn,False,False,False,False,False,False,False,False,True
kalebort,20061,672391,42639,Kaleb Ort,False,False,False,False,False,False,False,False,True
jaredtriolo,25807,669707,42933,Jared Triolo,False,True,False,True,True,False,True,False,False
joseleclerc,14524,600917,33926,Jose Leclerc,False,False,False,False,False,False,False,False,True
patrickbailey,27478,672275,4345843,Patrick Bailey,True,False,False,False,False,False,True,False,False
konnorpilkington,21453,663455,41329,Konnor Pilkington,False,False,False,False,False,False,False,False,True
davidfesta,30056,701581,5124114,David Festa,False,False,False,False,False,False,False,True,False
christophermorel,21897,666624,42927,Christopher Morel,False,False,False,False,False,True,True,False,False
jeremiahjackson,22239,669236,41264,Jeremiah Jackson,False,False,False,False,True,True,True,False,False
jalenbeeks,17192,656222,36723,Jalen Beeks,False,False,False,False,False,False,False,False,True
osvaldobido,23150,674370,5132624,Osvaldo Bido,False,False,False,False,False,False,False,True,True
codybradford,27597,674003,4142539,Cody Bradford,False,False,False,False,False,False,False,True,False
liamhicks,29844,689414,4725251,Liam Hicks,True,True,False,False,False,False,True,False,False
jonathanbowlan,24607,680742,41344,Jonathan Bowlan,False,False,False,False,False,False,False,False,True
samhentges,18548,656529,41225,Sam Hentges,False,False,False,False,False,False,False,False,True
kyleharrison,27758,690986,4683375,Kyle Harrison,False,False,False,False,False,False,False,True,False
tylergilbert,17964,656457,40559,Tyler Gilbert,False,False,False,False,False,False,False,True,True
jpsears,23429,676664,39818,JP Sears,False,False,False,False,False,False,False,True,False
jacobmelton,31661,689200,4635337,Jacob Melton,False,False,False,False,False,True,True,False,False
stevencruz,23165,674444,5002931,Steven Cruz,False,False,False,False,False,False,False,False,True
nathaniellowe,19566,663993,40538,Nathaniel Lowe,False,True,False,False,False,False,True,False,False
alexfreeland,31665,690976,4727589,Alex Freeland,False,False,True,False,True,False,True,False,False
jacksonrutledge,26215,671131,42434,Jackson Rutledge,False,False,False,False,False,False,False,False,True
hyeseongkim,35322,808975,5134614,Hyeseong Kim,False,False,True,False,False,False,True,False,False
jhostynxongarcia,28142,691373,5136931,Jhostynxon Garcia,False,False,False,False,False,True,True,False,False
maxlazar,23426,676661,42546,Max Lazar,False,False,False,False,False,False,False,False,True
carsonwilliams,30038,700246,4872692,Carson Williams,False,False,False,True,False,False,True,False,False
masonfluharty,31553,689254,4622501,Mason Fluharty,False,False,False,False,False,False,False,False,True
jocpederson,11899,592626,31392,Joc Pederson,False,False,False,False,False,False,True,False,False
maxscherzer,3137,453286,28976,Max Scherzer,False,False,False,False,False,False,False,True,False
zachcole,31583,805904,5136815,Zach Cole,False,False,False,False,False,True,True,False,False
josesuarez,19911,660761,40981,Jose Suarez,False,False,False,False,False,False,False,True,True
chadgreen,15552,643338,33325,Chad Green,False,False,False,False,False,False,False,False,True
oswaldperaza,22823,672724,42479,Oswald Peraza,False,False,False,False,True,False,True,False,False
coopercriswell,24975,681867,4326801,Cooper Criswell,False,False,False,False,False,False,False,True,True
evanphillips,17734,623465,37911,Evan Phillips,False,False,False,False,False,False,False,False,True
michaelconforto,16376,624424,33711,Michael Conforto,False,False,False,False,False,True,True,False,False
jtginn,27889,669372,4414002,J.T. Ginn,False,False,False,False,False,False,False,True,False
adrianhouser,12718,605288,32157,Adrian Houser,False,False,False,False,False,False,False,True,False
brenanhanifee,22304,669724,40485,Brenan Hanifee,False,False,False,False,False,False,False,False,True
richiepalacios,24589,680700,41359,Richie Palacios,False,False,True,False,False,True,True,False,False
zackkelly,20349,677161,41569,Zack Kelly,False,False,False,False,False,False,False,False,True
julianfernandez,18341,642759,39835,Julian Fernandez,False,False,False,False,False,False,False,False,True
zacharymaxwell,31610,,5195258,Zachary Maxwell,False,False,False,False,False,False,False,False,True
jonahheim,16930,641680,33842,Jonah Heim,True,False,False,False,False,False,True,False,False
kevinkelly,25679,687330,5001153,Kevin Kelly,False,False,False,False,False,False,False,False,True
rhyshoskins,16472,656555,35291,Rhys Hoskins,False,True,False,False,False,False,True,False,False
taylorclarke,17611,664199,35277,Taylor Clarke,False,False,False,False,False,False,False,False,True
tommypham,2967,502054,31208,Tommy Pham,False,False,False,False,False,True,True,False,False
mickabel,27756,690953,4718970,Mick Abel,False,False,False,False,False,False,False,True,False
luinderavila,24452,679883,5201985,Luinder Avila,False,False,False,False,False,False,False,False,True
angelmartinez,26540,682657,42497,Angel Martinez,False,False,True,False,False,True,True,False,False
ramonurias,18795,602104,40610,Ramon Urias,False,False,True,False,True,False,True,False,False
lukejackson,11752,592426,31749,Luke Jackson,False,False,False,False,False,False,False,False,True
caseylegumina,25921,668984,4346117,Casey Legumina,False,False,False,False,False,False,False,False,True
brusdargraterol,20367,660813,40965,Brusdar Graterol,False,False,False,False,False,False,False,False,True
eduardorodriguez,13164,593958,32675,Eduardo Rodriguez,False,False,False,False,False,False,False,True,False
kylenicolas,27775,693312,4415762,Kyle Nicolas,False,False,False,False,False,False,False,False,True
ryanpressly,7005,519151,33072,Ryan Pressly,False,False,False,False,False,False,False,False,True
zackgelof,29766,680869,4414531,Zack Gelof,False,False,True,False,False,False,True,False,False
natepearson,20160,663878,39646,Nate Pearson,False,False,False,False,False,False,False,False,True
carsonwhisenhunt,31676,687931,4626232,Carson Whisenhunt,False,False,False,False,False,False,False,True,False
griffinconine,21626,665052,41295,Griffin Conine,False,False,False,False,False,True,True,False,False
gregorysantos,21894,666619,39682,Gregory Santos,False,False,False,False,False,False,False,False,True
bradybasso,25582,669620,4179551,Brady Basso,False,False,False,False,False,False,False,False,True
josecastillo,17169,620454,38706,Jose Castillo,False,False,False,False,False,False,False,False,True
rafaelmontero,12760,606160,32631,Rafael Montero,False,False,False,False,False,False,False,False,True
nicksandlin,20517,680704,41385,Nick Sandlin,False,False,False,False,False,False,False,False,True
ryanborucki,16350,621366,36192,Ryan Borucki,False,False,False,False,False,False,False,False,True
dominichamel,30153,,4742103,Dominic Hamel,False,False,False,False,False,False,False,True,True
oswaldocabrera,21707,665828,40835,Oswaldo Cabrera,False,False,False,False,True,False,True,False,False
hunterbarco,33174,682995,4621029,Hunter Barco,False,False,False,False,False,False,False,True,False
josefermin1,33908,820862,5265417,Jose Fermin,False,False,False,False,False,False,False,False,True
vaughngrissom,26031,687093,42503,Vaughn Grissom,False,False,True,True,False,False,True,False,False
yohanramirez,19444,670990,41893,Yohan Ramirez,False,False,False,False,False,False,False,False,True
chrismurphy,26214,669684,4084958,Chris Murphy,False,False,False,False,False,False,False,False,True
miguelamaya,21693,665804,38905,Miguel Amaya,True,False,False,False,False,False,True,False,False
bradgleyrodriguez,29107,699134,5266086,Bradgley Rodriguez,False,False,False,False,False,False,False,False,True
kyleisbel,21614,664728,41263,Kyle Isbel,False,False,False,False,False,True,True,False,False
bryanhudson,19924,663542,4991171,Bryan Hudson,False,False,False,False,False,False,False,False,True
brandonsproat,33850,687075,4621041,Brandon Sproat,False,False,False,False,False,False,False,True,False
zacveen,27770,691728,4717903,Zac Veen,False,False,False,False,False,True,True,False,False
jacobyoung,29931,696285,4414210,Jacob Young,False,False,False,False,False,True,True,False,False
brentheadrick,27702,687396,5116839,Brent Headrick,False,False,False,False,False,False,False,False,True
joshsborz,18323,622250,36178,Josh Sborz,False,False,False,False,False,False,False,False,True
christianscott,30107,681035,4414215,Christian Scott,False,False,False,False,False,False,False,True,False
beaubrieske,26079,689225,4917779,Beau Brieske,False,False,False,False,False,False,False,False,True
thairoestrada,16426,642731,36485,Thairo Estrada,False,False,True,False,False,False,True,False,False
benwilliamson,33197,810938,4626239,Ben Williamson,False,False,False,False,True,False,True,False,False
trevormcdonald,26448,686790,5185136,Trevor McDonald,False,False,False,False,False,False,False,True,False
stevenwilson,20353,621051,41828,Steven Wilson,False,False,False,False,False,False,False,False,True
brennanbernardino,16835,657514,35876,Brennan Bernardino,False,False,False,False,False,False,False,False,True
keatonwinn,23499,676775,5116843,Keaton Winn,False,False,False,False,False,False,False,False,True
jordanhicks,19618,663855,37909,Jordan Hicks,False,False,False,False,False,False,False,True,True
michelotanez,22533,671305,4917842,Michel Otanez,False,False,False,False,False,False,False,False,True
drewsmith,17755,622098,39685,Drew Smith,False,False,False,False,False,False,False,False,True
tristanbeck,21584,663941,41309,Tristan Beck,False,False,False,False,False,False,False,False,True
emilianoteodo,sa3015158,,5124007,Emiliano Teodo,False,False,False,False,False,False,False,False,True
paulgoldschmidt,9218,502671,31027,Paul Goldschmidt,False,True,False,False,False,False,True,False,False
danielschneemann,25180,682177,42001,Daniel Schneemann,False,False,True,False,True,True,True,False,False
daltonrushing,31382,687221,4619839,Dalton Rushing,True,False,False,False,False,False,True,False,False
kumarrocker,31843,677958,4414525,Kumar Rocker,False,False,False,False,False,False,False,True,False
jamesmcarthur,21527,663704,3960883,James McArthur,False,False,False,False,False,False,False,False,True
felixbautista,20666,642585,4905859,Felix Bautista,False,False,False,False,False,False,False,False,True
tysonneighbors,sa3025569,,4935278,Tyson Neighbors,False,False,False,False,False,False,False,False,True
roberthasselliii,27482,690987,4684371,Robert Hassell III,False,False,False,False,False,True,True,False,False
patricksandoval,19447,663776,40975,Patrick Sandoval,False,False,False,False,False,False,False,True,False
pavinsmith,19892,656976,40767,Pavin Smith,False,True,False,False,False,False,True,False,False
daysbelhernandez,20271,678226,4722960,Daysbel Hernandez,False,False,False,False,False,False,False,False,True
joeboyle,29608,671212,4298087,Joe Boyle,False,False,False,False,False,False,False,True,False
jtbrubaker,17578,664141,41460,JT Brubaker,False,False,False,False,False,False,False,False,True
mattvierling,21558,663837,41636,Matt Vierling,False,False,False,False,False,True,True,False,False
garrettmitchell,27555,669003,4313442,Garrett Mitchell,False,False,False,False,False,True,True,False,False
drewanderson,15130,,41125,Drew Anderson,False,False,False,False,False,False,False,True,False
trentthornton,17948,663423,36728,Trent Thornton,False,False,False,False,False,False,False,False,True
moisesballesteros,28820,694208,4987418,Moises Ballesteros,False,False,False,False,False,False,True,False,False
prelanderberroa,22932,672860,42241,Prelander Berroa,False,False,False,False,False,False,False,False,True
thomassaggese,27883,695336,4999876,Thomas Saggese,False,False,True,True,False,False,True,False,False
edmundososa,17022,624641,33809,Edmundo Sosa,False,False,True,False,True,False,True,False,False
elmercruzrodriguez,sa3019459,,5194637,Elmer Cruz-Rodriguez,False,False,False,False,False,False,False,True,False
travisadams,30180,701519,4424951,Travis Adams,False,False,False,False,False,False,False,False,True
codiheuer,23293,676051,42138,Codi Heuer,False,False,False,False,False,False,False,False,True
georgevalera,22541,671655,41030,George Valera,False,False,False,False,False,True,True,False,False
pauldejong,18015,657557,35185,Paul DeJong,False,False,False,False,True,False,True,False,False
adamfrazier,15223,624428,33546,Adam Frazier,False,False,True,False,False,True,True,False,False
shawndubin,24977,681869,42540,Shawn Dubin,False,False,False,False,False,False,False,False,True
colinholderman,22361,670059,4917897,Colin Holderman,False,False,False,False,False,False,False,False,True
sammoll,14874,594580,34928,Sam Moll,False,False,False,False,False,False,False,False,True
jacksonwolf,29832,,5007623,Jackson Wolf,False,False,False,False,False,False,False,True,False
gordongraceffo,29519,700669,5123582,Gordon Graceffo,False,False,False,False,False,False,False,False,True
javierbaez,12979,595879,32127,Javier Baez,False,False,False,True,True,True,True,False,False
yerrydelossantos,21420,660787,4717834,Yerry De los Santos,False,False,False,False,False,False,False,False,True
aaroncivale,19479,650644,40934,Aaron Civale,False,False,False,False,False,False,False,True,False
chaseshugart,21544,663767,4990069,Chase Shugart,False,False,False,False,False,False,False,False,True
codylaweryson,26429,689520,5012036,Cody Laweryson,False,False,False,False,False,False,False,False,True
jorgealcala,19459,660896,41031,Jorge Alcala,False,False,False,False,False,False,False,False,True
