,Original Team,team_id,NameASCII,tjid,fgId,type,years,dollars,aa_options,dup,aaa_options,arb_rate
267,Ryno World,4,Ozzie Albies,ozziealbies,16556,contract,1,4.85,,FALSE,FALSE,
268,Ryno World,4,Lawrence Butler,lawrencebutler,22542,contract,3,4.3,,FALSE,FALSE,
269,Ryno World,4,Steven Kwan,stevenkwan,24610,contract,1,3,,FALSE,FALSE,
270,Ryno World,4,Kumar Rocker,kumarrocker,31843,contract,4,1.85,,FALSE,FALSE,
271,Ryno World,4,Kristian Campbell,kristiancampbell,33644,contract,7,1.55,,FALSE,FALSE,
272,Ryno World,4,Casey Mize,caseymize,20492,contract,3,1,,FALSE,FALSE,
273,Ryno World,4,Shane Bieber,shanebieber,19427,contract,3,1,,FALSE,FALSE,
276,Ryno World,4,Luis Garcia,luisgarcia2,23735,pre_arb,2,1,,FALSE,FALSE,
277,Ryno World,4,Joey Bart,joeybart,21524,contract,1,1,,FALSE,FALSE,
278,Ryno World,4,Jose Miranda,josemiranda,20538,arb1,,0,,FALSE,FALSE,0.4
279,Ryno World,4,Jonah Heim,jonahheim,16930,aaa_opt,1,0,,FALSE,TRUE,
280,Ryno World,4,Mitch Spence,mitchspence,27707,aaa_opt,1,0,,FALSE,TRUE,
281,Ryno World,4,Trevor Story,trevorstory,12564,aaa_opt,1,0,,FALSE,TRUE,
282,Ryno World,4,Walker Buehler,walkerbuehler,19374,contract,1,1.69,,FALSE,FALSE,
283,Ryno World,4,Louis Varland,louisvarland,27691,contract,1,1,,FALSE,FALSE,
284,Ryno World,4,Yennier Cano,yenniercano,25911,aaa_opt,1,0,,FALSE,TRUE,
285,Ryno World,4,Druw Jones,druwjones,sa3020676,contract,8,1,,FALSE,FALSE,
286,Ryno World,4,Zac Veen,zacveen,27770,contract,7,1,,FALSE,FALSE,
287,Ryno World,4,Ben Joyce,benjoyce,31461,aa,,0,3,FALSE,FALSE,
288,Ryno World,4,Brodie Johnston,brodiejohnston,sa3065063,aa,,0,3,FALSE,FALSE,
289,Ryno World,4,Bryce Rainer,brycerainer,sa3066592,aa,,0,3,FALSE,FALSE,
290,Ryno World,4,Chase Burns,chaseburns,35333,aa,,0,3,FALSE,FALSE,
291,Ryno World,4,Ethan Salas,ethansalas,sa3020881,aa,,0,3,FALSE,FALSE,
292,Ryno World,4,Hagen Smith,hagensmith,sa3025544,aa,,0,3,FALSE,FALSE,
293,Ryno World,4,Henry Davis,henrydavis,29617,aa,,0,2,FALSE,FALSE,
294,Ryno World,4,Jace Jung,jacejung,31437,aa,,0,3,FALSE,FALSE,
295,Ryno World,4,Jacob Gonzalez,jacobgonzalez,sa3022498,aa,,0,3,FALSE,FALSE,
296,Ryno World,4,Jamie Arnold,jamiearnold,sa3026225,aa,,0,3,FALSE,FALSE,
297,Ryno World,4,Liam Hendriks,liamhendriks,3548,aa,,0,3,FALSE,FALSE,
298,Ryno World,4,Luisangel Acuna,luisangelacuna,26548,aa,,0,3,FALSE,FALSE,
299,Ryno World,4,Noble Meyer,noblemeyer,sa3022945,aa,,0,3,FALSE,FALSE,
300,Ryno World,4,Robby Snelling,robbysnelling,sa3020707,aa,,0,3,FALSE,FALSE,
301,Ryno World,4,Xavier Isaac,xavierisaac,sa3020498,aa,,0,3,FALSE,FALSE,
302,Springfield Zephyrs,7,Bryson Stott,brysonstott,26294,arb1,,0,,FALSE,FALSE,0.4
303,Springfield Zephyrs,7,Gabriel Moreno,gabrielmoreno,22664,arb1,,0,,FALSE,FALSE,0.4
304,Springfield Zephyrs,7,Matthew Boyd,matthewboyd,15440,aaa_opt,1,0,,FALSE,TRUE,
305,Springfield Zephyrs,7,Tylor Megill,tylormegill,21318,contract,2,1.5,,FALSE,FALSE,
306,Springfield Zephyrs,7,Ceddanne Rafaela,ceddannerafaela,24262,pre_arb,2,1,,FALSE,FALSE,
307,Springfield Zephyrs,7,Connor Norby,connornorby,29592,pre_arb,2,1,,FALSE,FALSE,
308,Springfield Zephyrs,7,Pete Crow-Armstrong,petecrowarmstrong,27769,pre_arb,2,1,,FALSE,FALSE,
309,Springfield Zephyrs,7,Reese Olson,reeseolson,24968,contract,1,1,,FALSE,FALSE,
310,Springfield Zephyrs,7,Zach Neto,zachneto,31347,pre_arb,1,1,,FALSE,FALSE,
311,Springfield Zephyrs,7,Brendan McKay,brendanmckay,20186,cut,1,1,,FALSE,FALSE,
312,Springfield Zephyrs,7,Clayton Kershaw,claytonkershaw,2036,aaa_opt,1,0,,FALSE,TRUE,
313,Springfield Zephyrs,7,Kirby Yates,kirbyyates,9073,aaa_opt,1,0,,FALSE,TRUE,
314,Springfield Zephyrs,7,Marcus Stroman,marcusstroman,13431,aaa_opt,1,0,,FALSE,TRUE,
315,Springfield Zephyrs,7,Ryan Feltner,ryanfeltner,21446,aaa_opt,1,0,,FALSE,TRUE,
316,Springfield Zephyrs,7,Ryan O'Hearn,ryanohearn,16442,aaa_opt,1,0,,FALSE,TRUE,
317,Springfield Zephyrs,7,TJ Friedl,tjfriedl,19522,aaa_opt,1,0,,FALSE,TRUE,
318,Springfield Zephyrs,7,Logan O'Hoppe,loganohoppe,24729,pre_arb,1,1,,FALSE,FALSE,
319,Springfield Zephyrs,7,AJ Smith-Shawver,ajsmithshawver,29960,aa,,0,3,FALSE,FALSE,
320,Springfield Zephyrs,7,Chase DeLauter,chasedelauter,32127,aa,,0,3,FALSE,FALSE,
321,Springfield Zephyrs,7,Cole Young,coleyoung,31680,aa,,0,3,FALSE,FALSE,
322,Springfield Zephyrs,7,Colt Keith,coltkeith,27899,aa,,0,2,FALSE,FALSE,
323,Springfield Zephyrs,7,Dalton Rushing,daltonrushing,31382,aa,,0,3,FALSE,FALSE,
324,Springfield Zephyrs,7,Harry Ford,harryford,29958,aa,,0,3,FALSE,FALSE,
325,Springfield Zephyrs,7,Jett Williams,jettwilliams,sa3020134,aa,,0,3,FALSE,FALSE,
326,Springfield Zephyrs,7,Jordan Walker,jordanwalker,27475,aa,,0,2,FALSE,FALSE,
327,Springfield Zephyrs,7,Masyn Winn,masynwinn,27479,aa,,0,3,FALSE,FALSE,
328,Springfield Zephyrs,7,Noelvi Marte,noelvimarte,26517,aa,,0,2,FALSE,FALSE,
329,Springfield Zephyrs,7,Samuel Basallo,samuelbasallo,28824,aa,,0,3,FALSE,FALSE,
330,Springfield Zephyrs,7,Tink Hence,tinkhence,sa3014709,aa,,0,3,FALSE,FALSE,
331,Structure Fire,2,Shane McClanahan,shanemcclanahan,21483,arb2,,0,,FALSE,FALSE,0.6
332,Structure Fire,2,Tanner Houck,tannerhouck,19879,arb2,,0,,FALSE,FALSE,0.6
333,Structure Fire,2,Riley Greene,rileygreene,25976,arb1,,0,,FALSE,FALSE,0.4
334,Structure Fire,2,Dean Kremer,deankremer,19350,aaa_opt,1,0,,FALSE,TRUE,
335,Structure Fire,2,Mitchell Parker,mitchellparker,27636,aaa_opt,1,0,,FALSE,TRUE,
336,Structure Fire,2,Tobias Myers,tobiasmyers,22191,aaa_opt,1,0,,FALSE,TRUE,
337,Structure Fire,2,Tyler Stephenson,tylerstephenson,17988,aaa_opt,1,0,,FALSE,TRUE,
338,Structure Fire,2,Marcus Semien,marcussemien,12533,contract,1,4.55,,FALSE,FALSE,
339,Structure Fire,2,Anthony Volpe,anthonyvolpe,27647,contract,6,2.5,,FALSE,FALSE,
340,Structure Fire,2,Jesus Luzardo,jesusluzardo,19959,contract,2,2,,FALSE,FALSE,
341,Structure Fire,2,Marcelo Mayer,marcelomayer,29668,contract,7,1,,FALSE,FALSE,
342,Structure Fire,2,Colton Cowser,coltoncowser,29591,pre_arb,2,1,,FALSE,FALSE,
343,Structure Fire,2,Elly De La Cruz,ellydelacruz,26668,pre_arb,1,1,,FALSE,FALSE,
344,Structure Fire,2,Francisco Alvarez,franciscoalvarez,26121,pre_arb,1,1,,FALSE,FALSE,
345,Structure Fire,2,Dylan Carlson,dylancarlson,20126,cut,3,2.15,,FALSE,FALSE,
346,Structure Fire,2,Spencer Howard,spencerhoward,23252,cut,1,1.95,,FALSE,FALSE,
347,Structure Fire,2,Asa Lacy,asalacy,sa3014423,cut,4,1.21,,FALSE,FALSE,
348,Structure Fire,2,Alex Kirilloff,alexkirilloff,20325,cut,2,1,,FALSE,FALSE,
349,Structure Fire,2,Evan White,evanwhite,20078,cut,2,1,,FALSE,FALSE,
350,Structure Fire,2,Andrew Benintendi,andrewbenintendi,17901,aaa_opt,1,0,,FALSE,TRUE,
351,Structure Fire,2,Beau Brieske,beaubrieske,26079,aaa_opt,1,0,,FALSE,TRUE,
352,Structure Fire,2,James Outman,jamesoutman,24770,contract,1,2.7,,FALSE,FALSE,
353,Structure Fire,2,Jo Adell,joadell,20220,pre_arb,1,1,,FALSE,FALSE,
354,Structure Fire,2,JJ Wetherholt,jjwetherholt,sa3025154,contract,8,1,,FALSE,FALSE,
355,Structure Fire,2,Aidan Miller,aidanmiller,sa3022609,aa,,0,3,FALSE,FALSE,
356,Structure Fire,2,Brett Baty,brettbaty,26123,aa,,0,2,FALSE,FALSE,
357,Structure Fire,2,Charlie Condon,charliecondon,sa3025257,aa,,0,3,FALSE,FALSE,
358,Structure Fire,2,DJ Herz,djherz,26389,aa,,0,3,FALSE,FALSE,
359,Structure Fire,2,Edwin Arroyo,edwinarroyo,sa3017626,aa,,0,3,FALSE,FALSE,
360,Structure Fire,2,Jacob Wilson,jacobwilson,33266,aa,,0,3,FALSE,FALSE,
362,Structure Fire,2,Jordan Lawlar,jordanlawlar,29976,aa,,0,3,FALSE,FALSE,
363,Structure Fire,2,Josuar De Jesus Gonzalez,josuardejesusgonzalez,sa3067675,aa,,0,3,FALSE,FALSE,
364,Structure Fire,2,Konnor Griffin,konnorgriffin,sa3065496,aa,,0,3,FALSE,FALSE,
365,Structure Fire,2,Luke Keaschall,lukekeaschall,33321,aa,,0,3,FALSE,FALSE,
366,Structure Fire,2,Marco Luciano,marcoluciano,25616,aa,,0,3,FALSE,FALSE,
367,Structure Fire,2,Robert Hassell III,roberthasselliii,27482,aa,,0,3,FALSE,FALSE,
368,Structure Fire,2,Thayron Liranzo,thayronliranzo,sa3015790,aa,,0,3,FALSE,FALSE,
369,West Coast Spartans,20,Corbin Carroll,corbincarroll,25878,arb1,,0,,FALSE,FALSE,0.4
370,West Coast Spartans,20,Griffin Canning,griffincanning,19867,arb1,,0,,FALSE,FALSE,0.4
371,West Coast Spartans,20,Aaron Civale,aaroncivale,19479,aaa_opt,1,0,,FALSE,TRUE,
372,West Coast Spartans,20,Erick Fedde,erickfedde,17425,aaa_opt,1,0,,FALSE,TRUE,
373,West Coast Spartans,20,Freddy Fermin,freddyfermin,21840,aaa_opt,1,0,,FALSE,TRUE,
374,West Coast Spartans,20,Garrett Mitchell,garrettmitchell,27555,aaa_opt,1,0,,FALSE,TRUE,
375,West Coast Spartans,20,Lucas Erceg,lucaserceg,19360,aaa_opt,1,0,,FALSE,TRUE,
376,West Coast Spartans,20,Spencer Horwitz,spencerhorwitz,26477,aaa_opt,1,0,,FALSE,TRUE,
377,West Coast Spartans,20,Devin Williams,devinwilliams,15816,contract,1,2.3,,FALSE,FALSE,
378,West Coast Spartans,20,Christopher Morel,christophermorel,21897,contract,1,2,,FALSE,FALSE,
379,West Coast Spartans,20,Max Meyer,maxmeyer,27474,contract,3,1.7,,FALSE,FALSE,
380,West Coast Spartans,20,Ranger Suarez,rangersuarez,17277,contract,1,1.69,,FALSE,FALSE,
381,West Coast Spartans,20,Sandy Alcantara,sandyalcantara,18684,contract,2,1.05,,FALSE,FALSE,
382,West Coast Spartans,20,Evan Carter,evancarter,27790,pre_arb,1,1,,FALSE,FALSE,
383,West Coast Spartans,20,Jung Hoo Lee,junghoolee,33824,contract,1,1,,FALSE,FALSE,
384,West Coast Spartans,20,Sal Frelick,salfrelick,29622,pre_arb,1,1,,FALSE,FALSE,
385,West Coast Spartans,20,Caleb Durbin,calebdurbin,29646,aaa_opt,1,0,,FALSE,TRUE,
386,West Coast Spartans,20,Kyle Hart,kylehart,19646,aaa_opt,1,0,,FALSE,TRUE,
387,West Coast Spartans,20,Simeon Woods Richardson,simeonwoodsrichardson,24494,aaa_opt,1,0,,FALSE,TRUE,
388,West Coast Spartans,20,Aaron Ashby,aaronashby,23550,contract,3,1.25,,FALSE,FALSE,
389,West Coast Spartans,20,Brooks Lee,brookslee,31595,pre_arb,2,1,,FALSE,FALSE,
390,West Coast Spartans,20,Andrew Painter,andrewpainter,sa3017880,contract,10,1.05,,FALSE,FALSE,
391,West Coast Spartans,20,Jesus Made,jesusmade,sa3024108,contract,12,1,,FALSE,FALSE,
392,West Coast Spartans,20,Adael Amador,adaelamador,27962,aa,,0,3,FALSE,FALSE,
393,West Coast Spartans,20,Bryce Eldridge,bryceeldridge,33390,aa,,0,3,FALSE,FALSE,
394,West Coast Spartans,20,Caden Dana,cadendana,31508,aa,,0,3,FALSE,FALSE,
395,West Coast Spartans,20,Chase Hampton,chasehampton,sa3020682,aa,,0,3,FALSE,FALSE,
396,West Coast Spartans,20,Coby Mayo,cobymayo,28312,aa,,0,3,FALSE,FALSE,
397,West Coast Spartans,20,Felnin Celesten,felnincelesten,sa3023381,aa,,0,3,FALSE,FALSE,
398,West Coast Spartans,20,Gavin Stone,gavinstone,27792,aa,,0,3,FALSE,FALSE,
399,West Coast Spartans,20,Jacob Misiorowski,jacobmisiorowski,31623,aa,,0,3,FALSE,FALSE,
400,West Coast Spartans,20,Jarlin Susana,jarlinsusana,sa3018808,aa,,0,3,FALSE,FALSE,
401,West Coast Spartans,20,Leo De Vries,leodevries,sa3023363,aa,,0,3,FALSE,FALSE,
402,West Coast Spartans,20,Quinn Mathews,quinnmathews,sa3023407,aa,,0,3,FALSE,FALSE,
403,West Coast Spartans,20,Rhett Lowder,rhettlowder,33876,aa,,0,3,FALSE,FALSE,
404,West Coast Spartans,20,Ricky Tiedemann,rickytiedemann,sa3018096,aa,,0,3,FALSE,FALSE,
405,West Coast Spartans,20,Roderick Arias,roderickarias,sa3019674,aa,,0,3,FALSE,FALSE,
406,West Coast Spartans,20,Roki Sasaki,rokisasaki,35323,aa,,0,3,FALSE,FALSE,
407,West Coast Spartans,20,Roman Anthony,romananthony,31812,aa,,0,3,FALSE,FALSE,
408,West Coast Spartans,20,Termarr Johnson,termarrjohnson,sa3020214,aa,,0,3,FALSE,FALSE,
409,West Coast Spartans,20,Zyhir Hope,zyhirhope,sa3022703,aa,,0,3,FALSE,FALSE,
410,Young Bucks,9,Brandon Pfaadt,brandonpfaadt,27782,arb1,,0,,FALSE,FALSE,0.4
411,Young Bucks,9,Brayan Bello,brayanbello,23920,arb1,,0,,FALSE,FALSE,0.4
412,Young Bucks,9,Brandon Nimmo,brandonnimmo,12927,aaa_opt,1,0,,FALSE,TRUE,
413,Young Bucks,9,Byron Buxton,byronbuxton,14161,aaa_opt,1,0,,FALSE,TRUE,
414,Young Bucks,9,Patrick Bailey,patrickbailey,27478,aaa_opt,1,0,,FALSE,TRUE,
415,Young Bucks,9,Cole Ragans,coleragans,21846,contract,1,5.45,,FALSE,FALSE,
416,Young Bucks,9,Clay Holmes,clayholmes,13649,contract,1,3.4,,FALSE,FALSE,
417,Young Bucks,9,Jasson Dominguez,jassondominguez,28080,contract,8,2,,FALSE,FALSE,
418,Young Bucks,9,Gleyber Torres,gleybertorres,16997,contract,1,1.5,,FALSE,FALSE,
419,Young Bucks,9,Ke'Bryan Hayes,kebryanhayes,18577,contract,1,1.5,,FALSE,FALSE,
420,Young Bucks,9,Michael Toglia,michaeltoglia,25845,contract,1,1.5,,FALSE,FALSE,
421,Young Bucks,9,Ryan Weathers,ryanweathers,23796,contract,2,1.29,,FALSE,FALSE,
422,Young Bucks,9,Austin Wells,austinwells,27562,pre_arb,1,1,,FALSE,FALSE,
423,Young Bucks,9,Garrett Crochet,garrettcrochet,27463,pre_arb,1,1,,FALSE,FALSE,
424,Young Bucks,9,Jared Jones,jaredjones,27863,pre_arb,1,1,,FALSE,FALSE,
426,Young Bucks,9,Wander Franco,wanderfranco,23667,cut,6,2.55,,FALSE,FALSE,
427,Young Bucks,9,Miguel Andujar,miguelandujar,15878,cut,1,1,,FALSE,FALSE,
428,Young Bucks,9,Jonathan Cannon,jonathancannon,31730,aaa_opt,1,0,,FALSE,TRUE,
429,Young Bucks,9,Osvaldo Bido,osvaldobido,23150,aaa_opt,1,0,,FALSE,TRUE,
430,Young Bucks,9,Sean Burke,seanburke,29878,aaa_opt,1,0,,FALSE,TRUE,
431,Young Bucks,9,Tony Gonsolin,tonygonsolin,19388,aaa_opt,1,0,,FALSE,TRUE,
432,Young Bucks,9,Frankie Montas,frankiemontas,14309,pre_arb,1,1,,FALSE,FALSE,
433,Young Bucks,9,Ben Rice,benrice,29576,aa,,0,2,FALSE,FALSE,
434,Young Bucks,9,Bryan Abreu,bryanabreu,16609,aa,,0,2,FALSE,FALSE,
435,Young Bucks,9,Cade Smith,cadesmith,27867,aa,,0,2,FALSE,FALSE,
436,Young Bucks,9,Drew Rasmussen,drewrasmussen,25385,aa,,0,2,FALSE,FALSE,
437,Young Bucks,9,Eury Perez,euryperez,27768,aa,,0,1,FALSE,FALSE,
438,Young Bucks,9,Hiroto Takahashi,hirototakahashi,sa3063923,aa,,0,3,FALSE,FALSE,
439,Young Bucks,9,Kris Bubic,krisbubic,21455,aa,,0,2,FALSE,FALSE,
440,Young Bucks,9,Luis Gil,luisgil,21052,aa,,0,2,FALSE,FALSE,
441,Young Bucks,9,Orion Kerkering,orionkerkering,31776,aa,,0,2,FALSE,FALSE,
442,Young Bucks,9,Parker Messick,parkermessick,31986,aa,,0,2,FALSE,FALSE,
443,Young Bucks,9,Porter Hodge,porterhodge,26413,aa,,0,3,FALSE,FALSE,
444,Young Bucks,9,Shunpeita Yamashita,shunpeitayamashita,sa3063816,aa,,0,3,FALSE,FALSE,
445,Young Bucks,9,Will Warren,willwarren,30182,aa,,0,2,FALSE,FALSE,
